Timestamp,FramePerSec,FrameID,Thumb_Ab,Thumb,Index,Middle,Ring_Little,LMC_Thumb Ab,LMC_Thumb,Index_Meta-Proximal,Middle_Meta-Proximal,Ring_Little_Meta-Proximal
3330090169,91,146371,1.058820,34.941060,2.117640,7.058800,9.176440,121.744832,32.884513,15.590213,16.986448,19.743992
3330375079,88,146395,1.058820,30.705780,16.941120,18.705820,21.882280,121.746169,32.823142,14.643021,16.256758,18.873346
3330671036,90,146422,1.058820,30.705780,16.588180,18.705820,21.529340,121.746142,33.775627,13.892835,14.999931,17.885880
3330955961,91,146448,1.058820,29.646960,15.882300,17.647000,20.470520,121.748249,33.858057,13.673960,14.685862,17.424635
3331240709,89,146473,1.058820,28.941080,15.176420,16.588180,19.764640,121.745207,32.824872,14.632500,15.586452,18.394905
3331515440,81,146496,1.058820,29.646960,15.529360,16.588180,19.764640,121.745956,34.180862,13.250573,13.782226,17.477560
3331799531,89,146522,1.058820,28.941080,15.529360,15.882300,19.764640,121.747712,34.912052,11.046745,10.656519,14.096616
3332084509,90,146548,1.058820,27.176380,13.058780,13.058780,16.941120,121.747295,33.409243,8.989687,9.276461,12.568455
3332369807,90,146574,1.058820,28.235200,10.588200,10.588200,14.470540,121.745528,32.504668,67.560051,70.031983,69.969956
3332655353,90,146600,1.058820,30.352840,35.294000,38.823400,42.705740,121.745557,26.625946,82.435659,84.581885,84.356832
3332719938,91,146606,1.058820,30.705780,45.882200,49.764540,52.588060,121.747437,24.814806,82.881800,84.553808,84.051238
3332807610,91,146614,1.058820,33.882240,56.470400,60.352740,62.470380,121.746747,24.442293,82.985450,84.555028,82.154631
3332873329,91,146620,1.058820,42.352800,66.705660,70.940940,72.352700,121.745427,24.491770,83.049284,84.568274,81.152127
3332961037,84,146626,1.058820,45.176320,74.117400,77.293860,77.646800,121.745349,24.265698,83.186755,84.394890,80.694819
3333048676,82,146633,1.058820,45.529260,75.882100,78.705620,78.705620,121.745749,24.041817,83.341671,84.400536,80.459011
3333125439,85,146640,1.058820,45.882200,75.882100,78.705620,78.705620,121.748626,23.863789,83.368524,84.379361,80.017071
3333202064,87,146647,1.058820,46.235140,75.882100,78.705620,78.705620,121.744955,23.678715,83.384241,84.302677,80.254954
3333278767,88,146654,1.058820,46.588080,75.882100,78.705620,78.705620,121.746053,23.881918,83.200788,84.127989,80.187463
3333366474,89,146662,1.058820,46.941020,75.882100,78.705620,78.705620,121.745039,24.138376,83.108607,84.305662,79.949101
3333443176,90,146669,1.058820,46.941020,75.882100,78.705620,78.705620,121.746316,24.319689,83.008082,84.266154,79.687090
3333519929,90,146676,1.058820,46.235140,75.882100,78.705620,78.705620,121.746150,24.798028,81.929613,83.177764,79.549452
3333607508,90,146684,1.058820,45.529260,75.882100,78.705620,78.705620,121.746316,26.468786,77.835105,76.290664,77.112122
3333881820,91,146709,1.058820,41.999860,87.529120,85.764420,86.470300,121.748223,17.320518,9.595568,11.480105,13.312872
3334166824,91,146735,1.058820,51.882180,53.999820,51.529240,50.117480,121.744330,24.794709,5.241339,10.391329,12.866040
3334440296,86,146758,1.058820,51.529240,14.117600,14.117600,15.882300,121.745500,28.318587,9.488901,12.944829,12.804916
3334714216,90,146783,1.058820,41.293980,8.823500,13.411720,14.117600,121.745232,31.925820,12.417073,14.951410,13.096266
3335010666,90,146810,1.058820,34.941060,12.705840,15.529360,14.117600,121.747401,32.882534,13.951281,15.890186,13.236874
3335294903,91,146836,1.058820,31.411660,14.823480,16.941120,14.117600,121.748669,20.907858,28.593724,33.868256,34.635225
3335580763,87,146861,1.058820,41.999860,24.705800,29.999900,31.058720,121.743791,25.530618,77.094139,77.474816,77.139333
3335865787,86,146885,1.058820,46.941020,57.176280,66.352720,65.646840,121.744333,22.317054,83.605520,83.511916,78.699763
3335941477,88,146892,1.058820,44.823380,67.764480,77.293860,75.529160,121.745131,22.236760,83.908101,83.930757,79.027996
3336018171,89,146899,1.058820,45.529260,78.352680,85.411480,83.646780,121.747185,22.634677,83.984573,83.895852,79.905626
3336094848,89,146906,1.058820,49.058660,85.058540,87.176180,86.117360,121.746644,22.996269,83.859333,83.988201,81.543305
3336172388,89,146913,1.058820,49.058660,86.470300,87.176180,86.470300,121.745409,23.478571,83.655901,84.038003,81.760754
3336259206,90,146921,1.058820,48.352780,86.470300,87.176180,86.470300,121.746223,23.976640,83.390126,83.849097,81.204904
3336335923,90,146928,1.058820,47.646900,86.470300,87.176180,86.470300,121.746824,24.510815,83.182898,83.793014,81.044730
3336412545,91,146935,1.058820,46.588080,86.470300,87.176180,86.470300,121.745184,25.061546,83.118988,83.769976,81.034860
3336500293,91,146943,1.058820,45.529260,86.470300,87.176180,86.470300,121.748243,25.441081,83.087039,83.647768,81.101725
3336576939,91,146950,1.058820,44.470440,86.470300,87.176180,86.470300,121.747446,26.024605,83.147865,83.775391,81.145025
3336653669,91,146957,1.058820,44.117500,86.470300,87.176180,86.470300,121.745308,26.551351,83.121473,83.925919,81.338169
3336741304,91,146965,1.058820,43.058680,86.470300,87.176180,86.470300,121.745780,26.675675,83.103364,84.135048,81.582245
3336818145,91,146972,1.058820,41.999860,86.470300,87.176180,86.470300,121.749457,26.783798,82.952124,84.140236,81.555038
3336894677,91,146979,1.058820,41.646920,86.470300,87.176180,86.470300,121.745285,27.353734,81.170383,81.540866,79.606681
3336971396,91,146986,1.058820,41.646920,86.470300,87.176180,86.470300,121.744957,28.295663,78.142384,77.741610,77.025253
3337267380,87,147011,1.058820,38.823400,87.882060,87.176180,86.470300,121.745578,15.818000,16.510606,13.847505,13.209156
3337541184,90,147036,1.058820,50.117480,60.352740,57.882160,55.411580,121.746249,22.268054,3.865439,11.148808,13.384858
3337838294,90,147063,1.058820,53.646880,15.176420,15.529360,16.235240,121.746101,25.749007,6.077869,11.933685,12.740726
3338121946,91,147089,1.058820,45.882200,5.647040,12.705840,14.823480,121.747398,30.132396,8.712299,13.252794,12.682097
3338418513,89,147115,1.058820,38.823400,8.117620,13.764660,14.117600,121.745370,31.158233,10.827231,14.090314,12.318301
3338702701,88,147139,1.058820,34.588120,10.941140,15.176420,14.117600,121.745411,31.050894,10.043912,13.038815,10.787981
3338987540,90,147165,1.058820,33.176360,11.999960,15.176420,12.352900,121.745200,24.575231,72.788863,76.005517,76.034132
3339261536,91,147190,1.058820,40.588100,39.529280,45.882200,45.176320,121.746924,23.412941,81.506365,83.037467,81.580394
3339338224,91,147197,1.058820,43.764560,50.117480,56.470400,55.058640,121.747702,23.534622,82.189248,83.146933,81.527448
3339425823,91,147205,1.058820,45.882200,60.705680,67.411540,65.293900,121.746010,23.435439,82.994588,84.257832,81.449958
3339502657,91,147212,1.058820,47.293960,71.293880,78.352680,74.823280,121.746716,23.518961,83.451656,84.243192,81.368693
3339579230,91,147219,1.058820,47.293960,79.411500,84.352660,82.940900,121.747413,23.612246,83.691384,84.352566,81.307952
3339666903,91,147227,1.058820,47.293960,81.882080,85.411480,85.411480,121.746839,23.725556,83.691838,84.445424,81.082853
3339743684,91,147234,1.058820,47.293960,81.882080,85.411480,85.411480,121.744613,23.893984,83.805720,84.711013,80.907544
3339820323,91,147241,1.058820,46.941020,81.882080,85.411480,85.411480,121.748370,24.121523,84.086315,84.714143,80.871958
3339897059,83,147246,1.058820,46.941020,81.882080,85.411480,85.411480,121.746897,24.136061,84.164203,84.562781,82.297161
3339984700,86,147254,1.058820,46.235140,81.882080,85.411480,85.411480,121.746349,24.189570,83.964394,84.319076,82.829053
3340061386,87,147261,1.058820,46.235140,81.882080,85.411480,85.411480,121.747504,24.259040,83.803223,84.215562,82.403318
