Timestamp,FramePerSec,FrameID,Thumb_Ab,Thumb,Index,Middle,Ring_Little,LMC_Thumb Ab,LMC_Thumb,Index_Meta-Proximal,Middle_Meta-Proximal,Ring_Little_Meta-Proximal
1238292323,95,59743,1.058820,31.411660,14.470540,19.411700,15.176420,121.746615,36.572135,5.892520,3.535518,5.541474
1238585466,95,59771,1.058820,23.999920,5.999980,3.882340,5.647040,121.748231,38.145682,7.220030,4.043797,6.061617
1238868298,92,59796,1.058820,22.235220,7.411740,3.882340,5.647040,121.747756,40.063533,8.663697,5.986679,8.109286
1239161543,94,59824,1.058820,18.705820,8.470560,5.999980,7.764680,121.747723,29.028685,8.851309,8.364867,9.149627
1239444403,95,59851,1.058820,28.941080,9.176440,8.470560,9.176440,121.744355,30.669430,8.049125,8.129332,9.378252
1239737655,95,59879,1.058820,35.646940,9.176440,8.823500,9.882320,121.745128,30.820345,7.685929,8.346780,8.430821
1240020743,88,59904,1.058820,34.588120,8.823500,8.823500,9.882320,121.747611,31.963038,12.965616,14.102804,14.301224
1240313867,94,59932,1.058820,33.176360,11.999960,13.411720,14.117600,121.747101,31.975815,21.768146,23.308560,22.765101
1240596531,95,59959,1.058820,31.764600,20.470520,22.588160,22.941100,121.747157,28.640019,65.715302,67.968893,60.498789
1240868857,95,59985,1.058820,35.294000,47.293960,52.588060,50.823360,121.744447,25.216382,81.158983,81.825444,71.448662
1240942222,95,59992,1.058820,37.058700,57.882160,63.529200,60.705680,121.745980,25.187206,82.305586,83.219966,72.675261
1241026019,95,60000,1.058820,39.882220,67.764480,73.058580,66.352720,121.746446,25.328702,83.127846,83.393152,73.268276
1241109830,95,60008,1.058820,43.764560,72.705640,75.882100,67.764480,121.743192,25.593594,83.121325,83.417919,73.195445
1241183151,95,60015,1.058820,44.117500,73.764460,76.235040,67.764480,121.746228,25.658748,83.004617,83.665812,72.862329
1241245985,95,60021,1.058820,43.764560,73.764460,76.235040,67.764480,121.746101,25.937641,83.092756,84.255283,73.086087
1241340157,88,60028,1.058820,43.764560,73.764460,76.235040,67.764480,121.744983,26.279331,83.141646,84.351816,73.278946
1241424133,90,60036,1.058820,43.058680,73.764460,76.235040,67.764480,121.748890,26.584178,82.802514,84.027749,73.785204
1241508227,92,60044,1.058820,42.352800,73.764460,76.235040,67.764480,121.745627,26.876566,82.609802,83.799544,73.855755
1241581149,93,60051,1.058820,41.999860,73.764460,76.235040,67.764480,121.745110,27.028667,82.708066,84.254089,73.812116
1241664899,94,60059,1.058820,41.293980,73.764460,76.235040,67.764480,121.745367,27.635317,81.284898,81.516084,72.753904
1241748819,94,60067,1.058820,41.293980,73.764460,76.235040,67.764480,121.744089,29.360118,75.026971,74.375868,70.379907
1242031727,95,60094,1.058820,37.058700,84.352660,83.646780,79.058560,121.747099,31.347678,30.444575,28.950753,28.616962
1242314308,95,60121,1.058820,34.588120,56.470400,53.646880,47.999840,121.747242,31.030214,14.906849,15.559947,17.198871
1242618043,86,60148,1.058820,33.176360,23.294040,21.882280,22.588160,121.747220,33.221245,2.732178,8.133237,9.475651
1242901394,93,60175,1.058820,31.411660,8.117620,11.647020,12.705840,121.745147,24.518620,11.488392,11.809104,8.093179
1243183681,94,60202,1.058820,38.470460,8.823500,11.999960,9.176440,121.745578,12.043407,12.109156,13.139487,5.551900
1243467068,95,60229,1.058820,57.882160,12.352900,14.117600,6.705860,121.746472,12.291518,3.812358,5.837134,5.658961
1243749254,95,60256,1.058820,67.764480,7.764680,9.176440,5.647040,121.747892,18.440085,0.968896,6.926702,6.799652
1244032065,89,60281,1.058820,60.705680,1.764700,6.705860,6.705860,121.743526,28.172684,2.058319,9.255522,8.498386
1244314861,94,60308,1.058820,46.235140,1.411760,9.529380,8.470560,121.747222,35.897246,0.745988,10.019241,11.152035
1244597765,95,60335,1.058820,30.705780,1.411760,10.588200,11.294080,121.745992,37.817225,1.091580,9.053296,10.158062
1244891320,95,60363,1.058820,22.588160,0.352940,10.588200,11.647020,121.748452,36.183362,7.111995,14.460514,16.474226
1245174158,95,60390,1.058820,22.941100,4.588220,13.764660,15.882300,121.747141,33.847534,69.483903,69.614783,62.112747
1245446056,91,60414,1.058820,26.823440,34.235180,46.235140,46.941020,121.745480,30.011660,83.044976,83.587426,82.844653
1245529833,93,60422,1.058820,27.882260,44.470440,57.176280,56.470400,121.744937,28.915986,83.321310,83.760656,82.664452
1245613623,93,60430,1.058820,30.705780,54.705700,68.117420,65.646840,121.745723,27.551740,83.573756,83.238040,79.075084
1245698103,94,60438,1.058820,35.646940,65.293900,75.882100,69.176240,121.744540,26.380665,83.746865,83.155104,76.429562
1245770734,94,60445,1.058820,38.823400,74.823280,77.999740,69.529180,121.748138,25.929243,83.792015,83.402177,75.950563
1245854542,95,60453,1.058820,41.293980,77.646800,77.999740,69.529180,121.743809,25.908277,83.785721,83.812233,75.961535
1245927871,95,60460,1.058820,42.705740,77.999740,77.999740,69.529180,121.745741,26.155532,83.807338,84.193261,76.531682
1246011751,95,60468,1.058820,42.705740,77.999740,77.999740,69.529180,121.743218,26.497869,83.673269,84.427810,77.349592
1246095554,95,60476,1.058820,42.705740,77.999740,77.999740,69.529180,121.748500,26.814923,83.500260,84.499465,77.861058
1246179283,95,60484,1.058820,41.999860,77.999740,77.999740,69.529180,121.743445,27.228134,83.402974,84.609035,78.173551
1246252474,95,60491,1.058820,41.646920,77.999740,77.999740,69.529180,121.745731,27.720932,83.378226,84.419719,78.237249
1246336452,95,60499,1.058820,40.941040,77.999740,77.999740,69.529180,121.746021,28.679594,82.377921,82.077501,78.048012
1246409648,95,60506,1.058820,39.882220,77.999740,77.999740,69.529180,121.747141,30.245450,78.022754,77.748413,76.534341
1246703974,89,60532,1.058820,35.294000,87.529120,87.176180,86.117360,121.744659,18.174218,14.757311,12.730887,10.122235
1246975251,94,60558,1.058820,46.588080,60.352740,57.882160,52.588060,121.748534,23.677597,6.958207,13.652124,12.089275
1247247636,95,60584,1.058820,51.176300,20.823460,18.705820,15.882300,121.745295,28.127332,15.141540,18.872305,14.895159
1247530508,95,60611,1.058820,41.999860,13.764660,19.411700,15.529360,121.746881,30.113035,13.829151,17.176718,12.407714
1247823673,95,60639,1.058820,36.705760,16.235240,19.764640,14.470540,121.744858,32.661787,7.742363,10.677631,7.794798
1248116917,91,60665,1.058820,32.470480,10.588200,13.764660,9.529380,121.745933,35.489540,80.324595,81.220233,78.346099
1248190343,92,60672,1.058820,31.058720,8.823500,12.352900,8.470560,121.746001,33.342691,81.790317,82.654757,80.738920
1248263498,93,60679,1.058820,28.941080,8.117620,11.999960,8.117620,121.746859,31.849277,82.476481,83.492169,81.018735
1248347493,94,60687,1.058820,28.588140,8.117620,11.999960,8.117620,121.743817,31.375550,82.734302,84.097157,80.831160
1248431249,94,60695,1.058820,31.058720,8.117620,11.999960,8.117620,121.746059,31.070256,82.900645,84.037804,79.611701
1248504487,94,60702,1.058820,32.823420,8.117620,11.999960,8.117620,121.745678,30.941369,82.754603,83.624668,78.226206
1248588293,95,60710,1.058820,33.529300,8.117620,11.999960,8.117620,121.747689,30.727250,82.708447,83.678452,77.269798
1248672116,95,60718,1.058820,34.235180,8.117620,11.999960,8.117620,121.746801,30.638139,82.673034,83.704897,76.631688
1248745377,95,60725,1.058820,34.235180,8.117620,11.999960,8.117620,121.746940,30.544423,82.564110,83.467998,76.969476
1248829226,95,60733,1.058820,34.235180,8.117620,11.999960,8.117620,121.743881,30.369153,82.509990,83.354134,77.380111
1248913000,95,60741,1.058820,34.588120,8.117620,11.999960,8.117620,121.744207,30.365705,82.472882,83.378955,77.340927
1248986319,95,60748,1.058820,34.588120,8.117620,11.999960,8.117620,121.747188,30.378416,82.466846,83.531887,77.283351
1249070077,95,60756,1.058820,34.941060,8.117620,11.999960,8.117620,121.748848,30.370764,82.503622,83.723028,77.259052
1249143504,95,60763,1.058820,34.941060,8.117620,11.999960,8.117620,121.744485,30.340928,82.504989,83.745537,77.311370
1249227180,95,60771,1.058820,34.941060,8.117620,11.999960,8.117620,121.745813,30.292727,82.554286,83.930894,77.789086
1249311910,87,60777,1.058820,34.941060,8.117620,11.999960,8.117620,121.743638,30.235500,82.616382,83.863881,78.002113
