Timestamp,FramePerSec,FrameID,Thumb_Ab,Thumb,Index,Middle,Ring_Little,LMC_Thumb Ab,LMC_Thumb,Index_Meta-Proximal,Middle_Meta-Proximal,Ring_Little_Meta-Proximal
23289343348,91,737069,3.882340,0.000000,0.352940,0.000000,0.352940,86.778166,18.156812,11.072209,12.927773,15.868338
23289618021,90,737094,3.882340,20.117580,11.999960,14.117600,17.294060,85.873235,18.815303,10.981994,12.289146,16.651381
23289902424,86,737117,44.470440,20.117580,11.999960,14.117600,17.999940,86.349014,18.231399,10.578145,11.747822,17.540234
23290198635,90,737144,43.764560,20.823460,11.999960,13.764660,19.058760,86.449166,19.082693,9.893825,11.627144,18.804468
23290483540,90,737170,19.764640,20.470520,11.294080,12.705840,20.117580,87.523020,22.208678,9.809004,11.755181,19.565566
23290768270,91,737196,19.764640,23.646980,10.588200,12.705840,20.823460,87.511508,22.425835,9.668963,11.573380,19.381689
23291053583,81,737220,19.764640,24.705800,10.588200,12.705840,21.529340,79.454993,21.809308,6.733055,9.791827,20.436057
23291327536,50,737230,47.293960,24.705800,8.117620,11.647020,22.235220,60.327089,10.398528,16.739588,15.772403,14.022276
23291612291,46,737243,77.999740,16.588180,14.117600,15.176420,17.294060,58.981905,17.683616,12.802834,13.317696,11.804355
23291896866,45,737256,68.117420,16.235240,15.529360,15.529360,13.411720,58.245045,25.633392,11.317412,12.407918,10.163281
23292203360,45,737270,65.999780,25.058740,13.411720,14.117600,11.647020,65.090471,23.355917,8.646833,9.842541,10.062077
23292489215,45,737283,70.235060,27.176380,10.235260,11.647020,11.294080,84.806410,28.398190,4.120986,7.880464,11.120960
23292773066,45,737296,82.940900,29.646960,6.352920,9.529380,11.647020,88.420169,27.528195,3.248909,7.753492,14.722177
23293057858,45,737309,48.352780,31.411660,3.882340,8.823500,14.823480,95.064962,24.993307,1.705496,8.916526,15.824655
23293321365,45,737321,3.529400,29.294020,2.117640,8.823500,16.941120,98.056632,27.053908,1.820290,9.504231,16.467540
23293627925,45,737335,3.529400,28.941080,1.764700,9.529380,17.294060,98.199075,28.302154,2.251590,9.764486,18.292030
23293891566,45,737347,3.529400,31.058720,1.764700,10.235260,19.411700,82.795178,28.488671,2.354024,10.149660,19.405231
23294175931,45,737360,45.882200,31.411660,2.117640,10.588200,21.529340,78.530201,27.692966,3.025036,10.571369,20.149280
23294482581,45,737374,89.999700,31.764600,2.117640,10.941140,21.529340,77.158655,27.103240,5.175547,11.490180,21.237049
23294745897,45,737386,88.587940,31.058720,4.588220,11.999960,22.941100,78.480508,26.705931,7.406322,12.758891,21.845345
23295030887,45,737399,86.823240,30.352840,7.058800,13.058780,23.294040,81.069030,25.351561,9.724996,14.506539,23.073869
23295337227,45,737413,88.587940,28.941080,9.529380,15.176420,24.705800,83.017886,25.775057,11.593240,15.483649,25.051200
23295622819,45,737426,89.999700,28.588140,11.999960,16.588180,27.529320,83.007581,25.160604,12.650160,16.319774,27.901991
23295907013,45,737439,89.999700,28.941080,13.411720,17.647000,30.352840,82.349859,24.393772,13.512719,17.422127,27.556790
23296191844,45,737452,89.999700,27.882260,14.470540,18.705820,31.058720,81.759282,25.694784,14.885280,18.781336,28.692659
23296477397,45,737465,89.999700,28.235200,15.529360,20.470520,31.411660,81.988655,26.098899,16.000893,19.141681,28.496496
23296761629,45,737478,89.999700,28.588140,16.941120,20.823460,31.764600,95.211644,24.289101,16.738258,19.238430,28.981145
23297046782,45,737491,46.588080,28.235200,17.647000,21.176400,31.764600,94.952684,26.948320,17.470979,19.697345,29.790474
23297332254,45,737504,3.882340,28.588140,18.352880,21.176400,32.823420,93.435280,26.893519,18.053371,20.320757,30.863384
23297616813,45,737517,3.882340,29.999900,19.058760,21.882280,33.882240,91.929589,25.586712,18.418091,20.428906,30.315492
23297901530,45,737530,3.882340,29.294020,19.764640,22.588160,34.235180,89.288685,27.319317,18.782425,20.453835,24.749993
23298186600,45,737543,3.882340,29.294020,20.117580,22.588160,29.646960,91.820559,28.986447,28.086433,38.598677,40.277503
23298471144,45,737556,3.882340,31.411660,27.529320,37.058700,40.588100,90.706796,25.816565,72.786040,76.947110,71.556521
23298756051,45,737569,3.882340,29.999900,56.823340,70.940940,70.235060,83.893787,27.527363,83.084924,84.202604,80.491069
23299063261,45,737583,42.352800,29.646960,86.470300,88.940880,87.176180,71.516924,26.131917,82.904606,84.500120,83.792428
23299326239,45,737595,84.352660,29.999900,89.646760,88.940880,89.646760,70.329718,25.479216,82.868061,84.052483,82.980962
23299610573,45,737608,80.470320,29.294020,89.646760,88.940880,89.646760,77.513866,22.498961,82.848451,70.889618,67.905264
23299895489,45,737621,83.646780,26.823440,89.646760,83.293840,80.823260,64.388201,28.041014,37.683582,18.013069,29.554723
23300181022,45,737634,77.999740,28.941080,61.411560,48.352780,45.529260,67.174166,24.190964,28.351737,21.762895,29.290382
23300465500,45,737647,74.117400,28.941080,35.646940,22.941100,32.823420,71.174130,22.123879,22.589119,20.714390,29.206501
23300750982,45,737660,77.293860,25.411680,27.882260,23.646980,32.823420,74.906743,23.103715,20.496124,19.921464,29.164089
23301013222,45,737672,81.529140,25.411680,23.646980,22.588160,32.823420,69.611245,23.151633,16.669302,16.758985,25.028960
23301298879,45,737685,81.176200,25.411680,20.117580,19.764640,29.294020,68.596820,24.086203,13.941933,12.790160,15.348623
